bill_id,bill_type,subjects_top_term,cosponsors,num_cosponsors,num_support,enacted_as
hr576-115,hr,Social welfare,"['B001282', 'B000574', 'B001284', 'D000620', 'E000296', 'L000557', 'M001193', 'M001181', 'M001189', 'P000594', 'P000598', 'R000585', 'R000578', 'W000813']",14,15,0
hr6672-115,hr,Public lands and natural resources,['P000592'],1,2,0
hr3300-115,hr,Government operations and politics,"['B001227', 'L000397', 'R000606']",3,4,0
hr6440-115,hr,Education,"['D000612', 'K000376', 'P000613']",3,4,0
hr3132-115,hr,Government operations and politics,"['B001270', 'B001285', 'C001037', 'C001066', 'C001084', 'C001067', 'C001068', 'C000714', 'C000984', 'E000296', 'G000535', 'H001068', 'J000032', 'J000126', 'N000147', 'P000604', 'P000598', 'R000606', 'S000248', 'S001170', 'S000510', 'S001200', 'T000474', 'W000808']",24,25,0
hr1665-115,hr,Emergency management,"['B001269', 'B001295', 'B001286', 'G000577', 'K000378', 'L000585', 'S000364']",7,8,0
hr744-115,hr,Labor and employment,[],0,1,0
hr4317-115,hr,Energy,[],0,1,0
hr582-115,hr,"Science, technology, communications","['A000055', 'B000213', 'B001273', 'B000755', 'B001274', 'B001248', 'C001096', 'C001063', 'C001048', 'E000294', 'F000460', 'F000448', 'G000553', 'K000362', 'L000581', 'M001157', 'M001200', 'M001137', 'O000171', 'O000170', 'O000168', 'P000606', 'S000250', 'S000364', 'S001191', 'W000814', 'W000816', 'Y000063', 'Y000065']",29,30,1
hr5003-115,hr,Taxation,"['B001285', 'C001037', 'C001110', 'D000625', 'G000559', 'K000380', 'K000210', 'K000391', 'M000312', 'M001189', 'N000179', 'N000147', 'P000258', 'R000593', 'R000487', 'R000576', 'S001190', 'S001200', 'S001187', 'Z000017']",20,21,0
hr6686-115,hr,Government operations and politics,"['B001278', 'C001067']",2,3,0
hr2226-115,hr,Finance and financial sector,"['A000369', 'A000375', 'B001294', 'B001296', 'C001077', 'C001053', 'D000626', 'D000614', 'E000294', 'H001072', 'H001074', 'H001058', 'H001059', 'J000292', 'K000210', 'K000362', 'K000392', 'L000583', 'L000491', 'L000569', 'M001158', 'M001156', 'M001189', 'P000588', 'P000606', 'P000592', 'P000611', 'P000599', 'R000593', 'R000598', 'R000487', 'S001192', 'S001187', 'T000478', 'T000470', 'T000475', 'W000812', 'W000798', 'W000816', 'W000809']",40,41,0
hr2828-115,hr,Energy,[],0,1,0
hr2014-115,hr,Taxation,"['C001090', 'P000598']",2,3,0
hr1691-115,hr,Taxation,"['A000371', 'C000059', 'C001094', 'L000578', 'S001150', 'S001175', 'T000474']",7,8,0
hr5231-115,hr,Congress,[],0,1,0
hr7102-115,hr,Health,"['B001303', 'C001111']",2,3,0
hr2470-115,hr,Emergency management,['M001157'],1,2,0
hr5655-115,hr,Public lands and natural resources,[],0,1,0
hr4787-115,hr,Transportation and public works,[],0,1,0
hr5467-115,hr,Armed forces and national security,"['A000371', 'B001300', 'B001245', 'B001295', 'B001285', 'C001037', 'C001103', 'C001084', 'C001067', 'C001068', 'C001110', 'D000598', 'D000191', 'D000216', 'D000624', 'D000399', 'D000625', 'F000449', 'G000578', 'G000574', 'G000581', 'G000551', 'H001056', 'J000032', 'J000126', 'J000288', 'J000255', 'K000009', 'K000380', 'K000381', 'K000378', 'K000382', 'L000586', 'L000579', 'L000562', 'M001185', 'M000312', 'M001194', 'M001160', 'M001196', 'N000015', 'N000190', 'N000147', 'O000171', 'P000604', 'P000258', 'P000597', 'P000611', 'R000600', 'R000606', 'R000608', 'R000576', 'R000515', 'R000577', 'S000185', 'S001170', 'S001191', 'S001200', 'S001201', 'T000460', 'V000130', 'V000132', 'V000081', 'W000187', 'W000822', 'W000808', 'Y000033']",67,68,0
hr7330-115,hr,Taxation,"['B000490', 'D000216', 'F000455', 'H000874', 'K000382', 'M000312', 'N000147', 'P000613', 'P000607']",9,10,0
hr3790-115,hr,Crime and law enforcement,"['A000374', 'A000372', 'B001282', 'B001257', 'B001290', 'B001305', 'C000266', 'C001048', 'E000294', 'G000578', 'G000576', 'H001053', 'H001071', 'H001065', 'H001067', 'J000292', 'J000299', 'K000388', 'K000387', 'L000564', 'L000566', 'M001193', 'M001179', 'N000190', 'R000592', 'R000607', 'R000593', 'S000250', 'S000583', 'S001199', 'S001192', 'T000478', 'T000470']",33,34,0
hr2642-115,hr,Immigration,"['K000382', 'P000034', 'S001170']",3,4,0
hr927-115,hr,Armed forces and national security,"['B001281', 'B001227', 'B001284', 'B001285', 'B001286', 'C001068', 'C001105', 'D000191', 'E000293', 'E000296', 'G000571', 'H001053', 'H001064', 'H001056', 'H001047', 'H001067', 'J000290', 'J000255', 'K000381', 'K000188', 'K000387', 'K000382', 'L000397', 'M001160', 'N000147', 'O000170', 'P000597', 'R000600', 'R000599', 'S001170', 'S001191', 'S001175', 'S001196', 'T000468', 'W000812', 'W000820']",36,37,0
hr4548-115,hr,Labor and employment,"['A000370', 'A000371', 'B001300', 'B001270', 'B001281', 'B000490', 'B001303', 'B001278', 'B001296', 'B001227', 'B001304', 'B001285', 'B001286', 'C001097', 'C001072', 'C001090', 'C001091', 'C001080', 'C001084', 'C001101', 'C001067', 'C001049', 'C001061', 'C001069', 'C001038', 'C000984', 'D000191', 'D000216', 'D000623', 'D000624', 'D000482', 'E000288', 'E000297', 'F000455', 'G000571', 'G000559', 'G000553', 'G000410', 'G000535', 'H001050', 'H000324', 'H001064', 'H001038', 'H001068', 'J000298', 'J000294', 'J000288', 'K000009', 'K000375', 'K000379', 'K000389', 'K000381', 'K000188', 'L000559', 'L000557', 'L000586', 'L000263', 'L000563', 'L000565', 'L000397', 'L000579', 'L000480', 'L000580', 'L000570', 'M001185', 'M001143', 'M001200', 'M000312', 'M001188', 'M001202', 'N000002', 'N000179', 'N000127', 'N000188', 'N000147', 'O000170', 'P000034', 'P000096', 'P000604', 'P000597', 'P000607', 'P000598', 'P000523', 'R000606', 'R000602', 'R000608', 'R000486', 'R000599', 'R000576', 'R000515', 'R000577', 'S001177', 'S001156', 'S001168', 'S001145', 'S000248', 'S001170', 'S000344', 'S001165', 'S000480', 'S000510', 'S001200', 'S001201', 'T000472', 'T000193', 'T000469', 'T000474', 'T000465', 'V000132', 'V000108', 'W000797', 'W000187', 'W000822', 'W000808', 'Y000062']",115,116,0
hr1806-115,hr,Taxation,[],0,1,0
hr6811-115,hr,Labor and employment,[],0,1,0
hr1208-115,hr,Government operations and politics,"['A000375', 'B001291', 'B000213', 'B000755', 'B001248', 'C001051', 'C001091', 'C001062', 'C001048', 'D000399', 'F000460', 'F000461', 'G000552', 'G000581', 'G000377', 'G000553', 'G000410', 'H001036', 'H001073', 'J000032', 'J000126', 'J000174', 'M001158', 'M001157', 'O000170', 'O000168', 'P000592', 'R000601', 'S000250', 'S000583', 'T000238', 'V000131', 'V000132', 'W000814', 'W000816']",35,36,1
hr329-115,hr,Taxation,"['E000288', 'F000455', 'G000559', 'G000551', 'L000397', 'M001160', 'N000147', 'R000600', 'S001185', 'S001170', 'S001200']",11,12,0
hr3907-115,hr,Government operations and politics,"['D000191', 'D000197', 'D000623', 'G000559', 'G000584', 'V000129', 'Y000033']",7,8,0
hr6449-115,hr,Government operations and politics,"['C001072', 'C001067', 'C001068', 'C000754', 'D000617', 'D000623', 'G000583', 'H001052', 'H000324', 'K000375', 'M001193', 'M001166', 'S001191']",13,14,0
hr4910-115,hr,Armed forces and national security,"['B000490', 'B001243', 'C001094', 'D000616', 'D000628', 'F000465', 'H001078', 'J000255', 'S001176', 'T000238', 'T000463']",11,12,1
hr3309-115,hr,Social welfare,"['B001293', 'R000585']",2,3,0
hr2821-115,hr,Taxation,"['B001302', 'B001293', 'B001294', 'B000574', 'B001278', 'J000290', 'K000376', 'K000188', 'L000557', 'P000594', 'R000578', 'S001156', 'S000250', 'S001195']",14,15,0
hr1698-115,hr,International affairs,"['A000374', 'A000370', 'A000055', 'A000371', 'A000372', 'A000369', 'B001291', 'B001298', 'B001299', 'B001269', 'B001282', 'B001300', 'B001270', 'B001281', 'B001287', 'B001301', 'B001292', 'B001302', 'B001257', 'B001293', 'B001250', 'B000490', 'B001273', 'B001294', 'B001278', 'B001295', 'B001296', 'B001227', 'B001283', 'B001274', 'B001284', 'B001304', 'B001285', 'B001260', 'B001275', 'B001305', 'B001248', 'B001286', 'B001289', 'C000059', 'C001112', 'C001097', 'C001103', 'C001090', 'C001066', 'C000266', 'C001076', 'C001109', 'C001080', 'C001084', 'C001101', 'C001067', 'C001049', 'C001077', 'C001068', 'C001053', 'C001092', 'C001093', 'C001108', 'C001105', 'C001062', 'C001078', 'C001094', 'C001110', 'C001059', 'C001106', 'C001069', 'C001096', 'C001087', 'C001111', 'C001038', 'C001063', 'C001048', 'C001107', 'D000619', 'D000598', 'D000620', 'D000617', 'D000627', 'D000612', 'D000621', 'D000616', 'D000610', 'D000600', 'D000625', 'D000614', 'D000615', 'D000628', 'E000294', 'E000179', 'E000297', 'E000298', 'E000293', 'F000460', 'F000464', 'F000465', 'F000466', 'F000459', 'F000461', 'F000454', 'F000450', 'F000462', 'F000372', 'F000455', 'G000571', 'G000578', 'G000579', 'G000574', 'G000559', 'G000580', 'G000563', 'G000552', 'G000581', 'G000289', 'G000565', 'G000583', 'G000377', 'G000577', 'G000546', 'G000560', 'G000410', 'G000568', 'G000576', 'G000558', 'H001050', 'H001045', 'H001052', 'H001053', 'H000324', 'H001064', 'H001056', 'H001071', 'H001038', 'H001072', 'H001047', 'H001065', 'H000874', 'H001067', 'H001058', 'H001059', 'H001048', 'H001073', 'I000056', 'J000294', 'J000297', 'J000290', 'J000292', 'J000288', 'J000299', 'J000174', 'J000295', 'K000386', 'K000375', 'K000376', 'K000385', 'K000379', 'K000389', 'K000390', 'K000381', 'K000188', 'K000210', 'K000362', 'K000378', 'K000387', 'K000391', 'K000382', 'K000392', 'L000573', 'L000585', 'L000578', 'L000564', 'L000567', 'L000559', 'L000560', 'L000557', 'L000566', 'L000581', 'L000586', 'L000263', 'L000582', 'L000563', 'L000554', 'L000583', 'L000584', 'L000579', 'L000480', 'L000569', 'L000580', 'L000570', 'M001193', 'M000087', 'M001185', 'M001158', 'M001179', 'M001198', 'M001199', 'M001163', 'M001165', 'M001157', 'M001177', 'M001200', 'M001156', 'M001180', 'M001159', 'M001197', 'M001181', 'M001137', 'M001188', 'M001201', 'M001195', 'M001196', 'M001190', 'M001202', 'M001151', 'N000002', 'N000179', 'N000015', 'N000189', 'N000184', 'N000127', 'N000188', 'N000181', 'O000171', 'O000170', 'O000168', 'P000034', 'P000613', 'P000096', 'P000594', 'P000588', 'P000593', 'P000605', 'P000608', 'P000258', 'P000606', 'P000592', 'P000611', 'P000598', 'P000599', 'Q000023', 'R000606', 'R000601', 'R000585', 'R000578', 'R000586', 'R000602', 'R000597', 'R000591', 'R000582', 'R000592', 'R000607', 'R000583', 'R000435', 'R000608', 'R000580', 'R000593', 'R000598', 'R000603', 'R000486', 'R000599', 'R000576', 'R000604', 'R000609', 'R000577', 'S001156', 'S001168', 'S001176', 'S001150', 'S001190', 'S001180', 'S001189', 'S001157', 'S000248', 'S000250', 'S000344', 'S000364', 'S001191', 'S001165', 'S000510', 'S000522', 'S001195', 'S000583', 'S001199', 'S001200', 'S001196', 'S001192', 'S001187', 'S001201', 'S001193', 'T000472', 'T000477', 'T000478', 'T000467', 'T000238', 'T000468', 'T000469', 'T000474', 'T000475', 'U000031', 'V000129', 'V000130', 'V000131', 'V000132', 'V000081', 'W000812', 'W000798', 'W000791', 'W000819', 'W000813', 'W000820', 'W000799', 'W000797', 'W000822', 'W000814', 'W000806', 'W000808', 'W000795', 'W000809', 'Y000063', 'Y000065', 'Y000066', 'Y000033', 'Z000017']",323,324,0
hr5238-115,hr,Government operations and politics,"['B001270', 'B001281', 'B001303', 'B001251', 'C001072', 'C001049', 'C001061', 'C000537', 'C001092', 'C001038', 'D000096', 'D000627', 'D000625', 'E000179', 'E000297', 'E000296', 'F000464', 'G000553', 'H001038', 'J000032', 'J000294', 'J000126', 'J000288', 'K000386', 'K000385', 'K000210', 'L000581', 'L000586', 'L000287', 'L000480', 'M000087', 'M001185', 'M001137', 'M001188', 'M001160', 'N000002', 'N000147', 'P000604', 'P000610', 'R000585', 'R000602', 'R000588', 'S001157', 'S000185', 'S000248', 'S001185', 'S000480', 'S001196', 'S001201', 'T000478', 'T000193', 'T000469', 'V000131', 'V000081', 'W000187', 'W000822', 'W000808', 'Z000017']",58,59,1
hr5836-115,hr,Social welfare,"['C001107', 'R000586', 'S001172']",3,4,0
hr7339-115,hr,,['S001145'],1,2,0
hr3799-115,hr,Crime and law enforcement,"['C001072', 'C001068', 'C000714', 'C000984', 'G000535', 'H000324', 'K000389', 'N000147', 'P000604', 'R000515', 'S000185', 'W000822', 'W000808']",13,14,0
hr2479-115,hr,Energy,"['B001251', 'C001097', 'C001066', 'C001067', 'D000197', 'D000624', 'D000482', 'E000179', 'E000215', 'G000410', 'K000385', 'K000379', 'L000565', 'L000570', 'M001163', 'M001166', 'M001188', 'P000608', 'R000599', 'R000515', 'S001168', 'S001145', 'S001180', 'S001175', 'T000469', 'W000800']",26,27,0
hr6644-115,hr,Environmental protection,"['B001292', 'C001037', 'C001066', 'G000574', 'G000551', 'H001068', 'M001166', 'W000187']",8,9,0
hr3336-115,hr,Labor and employment,"['C001068', 'C000984', 'E000296', 'J000032', 'N000147', 'W000808']",6,7,0
hr1461-115,hr,Armed forces and national security,[],0,1,0
hr4113-115,hr,Armed forces and national security,[],0,1,0
hr540-115,hr,Government operations and politics,"['B001292', 'B001278', 'B001296', 'B001286', 'C001101', 'C001068', 'D000191', 'E000288', 'E000296', 'G000571', 'G000559', 'G000410', 'H001050', 'J000294', 'K000009', 'K000385', 'L000551', 'L000582', 'L000397', 'M000312', 'M001137', 'N000002', 'R000486', 'R000577', 'S001145', 'S000480', 'T000468', 'V000081']",28,29,0
hr1653-115,hr,Environmental protection,['M001180'],1,2,0
hr772-115,hr,Health,"['A000371', 'A000372', 'B001269', 'B001282', 'B001257', 'B001294', 'B001284', 'B001297', 'B001275', 'B001305', 'C001097', 'C001103', 'C001051', 'C000266', 'C001092', 'C001093', 'C001096', 'C001087', 'C001063', 'D000628', 'F000465', 'F000466', 'F000459', 'G000579', 'G000563', 'G000565', 'G000568', 'G000576', 'H001045', 'H001052', 'H001053', 'H001056', 'H001077', 'H001065', 'H001067', 'I000056', 'J000290', 'J000255', 'J000295', 'K000188', 'K000362', 'K000378', 'L000564', 'L000567', 'L000566', 'L000587', 'L000584', 'L000491', 'L000569', 'M001189', 'M001201', 'M001194', 'M001195', 'M001190', 'M001151', 'N000189', 'P000588', 'P000592', 'P000599', 'R000601', 'R000582', 'R000592', 'R000583', 'R000598', 'R000603', 'R000604', 'R000609', 'S000051', 'S000364', 'S001154', 'S001191', 'S000522', 'S001195', 'S001196', 'T000478', 'T000463', 'V000129', 'W000812', 'W000798', 'W000819', 'W000813', 'W000820', 'W000799', 'W000821', 'W000809', 'Y000066']",86,87,0
hr4321-115,hr,Armed forces and national security,"['C001072', 'C001067', 'C001038', 'E000179', 'E000296', 'G000582', 'G000551', 'J000032', 'J000298', 'J000294', 'J000255', 'K000386', 'K000389', 'K000210', 'L000567', 'L000554', 'L000565', 'M001185', 'M001200', 'M001137', 'N000147', 'P000034', 'P000096', 'P000588', 'Q000023', 'R000600', 'S000248', 'S001170', 'S001165', 'S000522', 'S001200', 'S001201', 'W000808']",33,34,0
hr3938-115,hr,Transportation and public works,"['B001270', 'C001037', 'E000215', 'G000574', 'K000389', 'K000391', 'L000551', 'L000563', 'L000579', 'N000147', 'P000613', 'P000608', 'P000598', 'Q000023', 'R000606', 'R000602', 'S001145', 'S000510', 'S001175', 'S001201', 'V000081', 'Y000062']",22,23,0
hr6476-115,hr,Environmental protection,['G000563'],1,2,0
hr3104-115,hr,Agriculture and food,['L000579'],1,2,0
hr1237-115,hr,,[],0,1,0
hr316-115,hr,Finance and financial sector,[],0,1,0
hr4745-115,hr,Public lands and natural resources,"['B001270', 'B001281', 'B001304', 'B001248', 'B001251', 'C001091', 'C001101', 'C001067', 'C001049', 'C000984', 'D000627', 'D000624', 'E000297', 'E000296', 'G000553', 'H001073', 'J000126', 'J000303', 'K000009', 'K000379', 'K000380', 'L000551', 'L000287', 'L000584', 'M001200', 'M001160', 'P000034', 'P000604', 'P000607', 'P000592', 'R000606', 'R000588', 'S001145', 'S000185', 'S001185', 'T000472', 'T000193', 'V000131', 'V000132', 'W000797', 'W000822']",41,42,0
hr5697-115,hr,Animals,"['B000574', 'B001260', 'C001112', 'E000179', 'F000466', 'G000574', 'H001068', 'K000386', 'L000397', 'N000147', 'P000613', 'R000600', 'R000606', 'R000487', 'S001145', 'S001170', 'S001200', 'V000081', 'W000797', 'Y000033']",20,21,0
hr6012-115,hr,International affairs,"['C001084', 'D000610', 'L000567', 'L000582', 'M001157', 'R000604', 'S000344', 'T000468', 'Y000065']",9,10,0
hr3560-115,hr,Education,"['C001097', 'V000130']",2,3,0
hr6220-115,hr,Housing and community development,"['C001067', 'E000215', 'E000297', 'K000390', 'L000551', 'M000087', 'M001185', 'R000486']",8,9,0
hr2680-115,hr,Taxation,['R000583'],1,2,0
hr3752-115,hr,Armed forces and national security,['C001106'],1,2,0
hr918-115,hr,Armed forces and national security,"['B001301', 'B000490', 'B000574', 'B001260', 'C001068', 'C001106', 'C001069', 'C001107', 'D000191', 'E000293', 'G000571', 'H001077', 'H001047', 'J000290', 'J000255', 'K000379', 'K000390', 'K000381', 'K000210', 'K000382', 'L000586', 'L000565', 'M001181', 'M001189', 'M001160', 'M001196', 'O000170', 'R000600', 'R000602', 'R000608', 'R000487', 'R000515', 'R000609', 'S001170', 'S001191', 'S001200', 'S001193', 'T000470', 'T000465', 'Y000066']",40,41,0
hr1005-115,hr,Armed forces and national security,"['B001301', 'B001250', 'C001037', 'C001112', 'C001076', 'C001092', 'C001106', 'D000617', 'D000625', 'E000297', 'F000464', 'G000571', 'G000582', 'H001050', 'H001064', 'H001067', 'J000255', 'K000009', 'K000386', 'K000375', 'K000379', 'K000381', 'K000210', 'K000382', 'L000567', 'L000397', 'L000584', 'L000480', 'M001185', 'M000312', 'M001188', 'M001196', 'N000179', 'N000015', 'P000597', 'R000602', 'R000575', 'R000577', 'S000248', 'S001170', 'S000480', 'S000510', 'S001196', 'S001192', 'S001201', 'T000478', 'T000469', 'W000799', 'W000800', 'W000804']",50,51,0
hr4577-115,hr,Emergency management,"['B001298', 'B001269', 'D000625', 'H001077', 'J000032', 'K000386', 'K000210', 'M001157', 'W000822']",9,10,0
hr124-115,hr,Crime and law enforcement,['K000389'],1,2,0
hr1839-115,hr,Government operations and politics,[],0,1,0
hr5663-115,hr,Immigration,[],0,1,0
hr7134-115,hr,,[],0,1,0
hr2446-115,hr,Crime and law enforcement,[],0,1,0
hr3594-115,hr,Social welfare,['J000290'],1,2,0
hr7306-115,hr,,[],0,1,0
hr2674-115,hr,Finance and financial sector,[],0,1,0
hr4583-115,hr,International affairs,[],0,1,0
hr5451-115,hr,Government operations and politics,"['B001305', 'B001251', 'H001067', 'J000255', 'M001156', 'M001187', 'P000523', 'W000819']",8,9,0
hr2210-115,hr,Armed forces and national security,"['B001269', 'B001296', 'B001227', 'C001090', 'C001106', 'D000604', 'D000482', 'E000296', 'F000466', 'M001179', 'M001181', 'M001151', 'P000605', 'R000598', 'S001154', 'S001199', 'T000467']",17,18,1
hr1495-115,hr,Armed forces and national security,"['B000490', 'C001076', 'C001078', 'C001107', 'D000620', 'D000610', 'G000559', 'H001072', 'K000210', 'L000565', 'P000588', 'R000603', 'R000577', 'S001170', 'Y000063', 'Z000017']",16,17,0
hr5809-115,hr,Health,"['B001243', 'B001275', 'E000215', 'W000791']",4,5,0
hr5035-115,hr,International affairs,"['G000578', 'Z000017']",2,3,0
hr5207-115,hr,Immigration,"['G000579', 'H001077', 'K000386', 'M001157']",4,5,0
hr786-115,hr,Health,"['B001292', 'B000574', 'C001090', 'C001068', 'C001078', 'C000714', 'D000191', 'D000197', 'D000216', 'E000288', 'E000215', 'E000293', 'G000551', 'H000324', 'H001068', 'L000551', 'L000397', 'M001143', 'M001166', 'M001196', 'N000147', 'P000598', 'S001168', 'S001145', 'S001150', 'S001170', 'S000480', 'T000469', 'T000465']",29,30,0
hr6482-115,hr,Government operations and politics,"['B001291', 'B001269', 'B001302', 'D000616', 'G000563', 'G000552', 'G000565', 'H001071', 'K000362', 'L000564', 'L000589', 'M001187', 'N000190', 'P000599', 'R000597', 'W000814', 'W000795', 'Y000065']",18,19,0
hr2022-115,hr,Health,"['G000580', 'N000190', 'R000609', 'S001187']",4,5,0
hr4789-115,hr,Taxation,['L000567'],1,2,0
hr5469-115,hr,Congress,['J000255'],1,2,0
hr5831-115,hr,Government operations and politics,"['D000620', 'L000559', 'T000465']",3,4,0
hr6688-115,hr,Health,"['C001105', 'K000382']",2,3,0
